condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
0.0,Calico,0.42,16.48,0,1,1,1
0.0,Brown,0.62,36.16,0,1,1,2
0.0,Black,0.15,5.68,0,7,1,2
2.0,Orange Tabby,0.63,39.71,16,9,1,1
0.0,Brown Tabby,0.88,37.16,0,1,1,1
0.0,Tortie,0.64,24.76,0,1,1,1
1.0,Orange Tabby,0.96,21.52,0,7,0,1
2.0,Black,0.81,15.88,13,9,1,1
0.0,Red,0.88,35.92,0,7,1,2
0.0,Brown,0.82,34.37,0,1,1,4
1.0,Brown Tabby,0.47,7.47,0,7,0,1
2.0,Black,0.09,19.81,0,1,0,1
1.0,Chocolate,0.58,45.07,0,7,0,2
2.0,Blue,0.07,11.72,13,9,1,1
0.0,Cream,0.31,19.13,0,1,1,2
0.0,Brown Brindle,0.04,45.09,7,1,1,2
0.0,Orange Tabby,0.97,38.03,16,9,1,1
,White,0.58,38.64,13,9,2,1
0.0,Black,0.09,21.28,18,4,1,2
1.0,Brown Brindle,0.41,28.3,0,1,0,2
0.0,Sable,0.33,45.09,0,1,1,2
,Black,0.72,22.46,13,9,2,1
0.0,Black,0.39,9.98,0,1,1,2
2.0,Tan,0.29,17.9,13,9,0,2
0.0,Blue,0.65,20.75,0,1,1,2
0.0,Calico,0.28,20.56,7,1,1,1
0.0,Black,0.49,36.72,7,1,1,2
0.0,Gray Tabby,0.57,27.68,0,1,1,1
0.0,Red,0.01,48.95,0,7,1,2
,Torbie,0.05,41.07,13,9,2,1
0.0,Black,0.13,26.64,13,9,1,2
0.0,Tan,0.34,27.0,0,1,1,2
0.0,Tan,0.28,36.1,0,1,1,2
1.0,Red,0.59,34.0,0,1,0,2
1.0,Red,0.76,37.09,0,1,0,2
0.0,Brown Tabby,0.89,28.81,18,4,1,1
0.0,Tortie,0.98,7.09,0,1,1,1
,Black,0.96,36.48,15,4,2,4
0.0,Blue,0.13,42.47,0,1,1,1
2.0,Chocolate,0.99,32.9,0,1,1,2
,Black,0.9,14.17,13,9,2,1
0.0,White,0.94,27.29,0,7,1,2
2.0,Orange Tabby,0.05,24.49,13,9,1,1
0.0,Black,0.41,15.06,0,7,1,2
0.0,White,0.3,31.89,0,7,1,2
0.0,Tan,0.04,37.6,0,7,1,2
0.0,Brown Tabby,0.42,40.76,0,1,1,1
1.0,Tan,0.7,25.93,0,1,0,2
2.0,Cream,0.51,39.58,0,7,0,2
0.0,White,0.52,49.82,0,7,1,2
0.0,Black,0.98,5.83,0,1,1,1
2.0,Brown Tabby,0.78,13.45,17,9,1,1
0.0,Black Brindle,0.55,32.0,0,1,1,2
0.0,Brown Tabby,0.33,10.98,13,9,1,1
1.0,Black,0.33,32.2,0,7,0,1
1.0,Chocolate,0.66,9.05,0,7,0,2
1.0,Black Brindle,0.2,27.39,0,1,0,2
0.0,Red,0.4,36.3,0,1,1,2
0.0,Black,0.71,16.67,0,1,1,2
1.0,Blue Tabby,0.54,44.07,7,1,0,1
0.0,Tricolor,0.22,42.89,0,1,1,2
0.0,Calico,0.64,9.31,0,1,1,1
1.0,White,0.8,9.82,0,1,0,2
1.0,Brown,0.03,21.91,0,7,0,2
0.0,Tan,0.98,34.08,0,7,1,2
2.0,White,0.13,16.88,13,9,0,2
2.0,Black,0.37,36.9,7,1,1,1
1.0,Brown,0.33,22.56,0,1,0,2
0.0,White,0.95,35.51,13,9,1,2
,Gray,0.14,43.63,13,9,2,1
2.0,Tortie,0.24,11.27,13,9,1,1
0.0,Orange Tabby,0.41,37.6,0,1,1,1
2.0,Tortie,0.8,20.37,18,4,1,1
2.0,Tricolor,0.09,30.13,7,1,1,2
1.0,Sable,0.08,6.21,0,7,0,2
0.0,Red Merle,0.96,45.28,0,7,1,2
,Black,0.26,14.92,13,9,2,1
0.0,Black,0.83,13.12,0,1,1,2
1.0,Blue,0.55,14.38,0,7,0,2
0.0,Brown Tabby,0.61,32.58,16,9,1,1
0.0,Tan,0.3,17.11,0,7,1,2
,Brown Tabby,0.84,42.5,13,9,2,1
0.0,Black,0.75,46.81,0,1,1,1
0.0,Blue Tabby,0.37,8.65,0,1,1,1
0.0,Brown,0.49,15.32,0,7,1,2
1.0,Red,0.44,36.55,0,7,0,2
2.0,Brown,0.32,11.2,13,9,0,4
2.0,Lilac Point,0.52,43.88,13,9,1,1
1.0,Black,0.23,24.29,0,1,0,2
0.0,Black,0.52,32.21,0,1,1,2
2.0,Blue,0.55,34.95,0,1,1,2
2.0,Black,0.9,27.85,18,4,0,1
0.0,White,0.88,11.98,0,7,1,2
1.0,Chocolate,0.86,46.45,0,1,0,2
1.0,White,0.01,19.82,13,9,0,2
2.0,Black,0.97,30.8,0,7,0,2
1.0,Fawn,0.68,49.6,0,7,0,2
2.0,Orange Tabby,0.8,20.89,16,9,0,1
1.0,Red,0.12,11.06,0,1,0,2
0.0,Torbie,0.74,13.89,0,1,1,1
1.0,Blue Tabby,0.24,8.12,0,1,0,1
2.0,Blue Merle,0.97,35.53,0,7,1,2
0.0,White,0.31,42.93,0,1,1,1
2.0,Tricolor,0.54,42.17,0,7,0,2
1.0,White,0.62,49.58,13,9,0,2
1.0,White,0.43,12.36,0,7,0,2
0.0,Black,0.75,26.33,13,9,1,2
2.0,Tortie,0.36,15.78,13,9,1,1
2.0,Brown,0.11,44.26,0,7,1,2
2.0,Brown Tabby,0.35,39.19,13,9,0,1
1.0,White,0.95,28.98,0,7,0,4
1.0,Red,0.93,9.84,0,1,0,2
1.0,Tricolor,0.04,24.84,0,1,0,2
0.0,Black,0.56,24.75,0,1,1,1
2.0,Brown Tabby,0.09,13.22,13,9,1,1
0.0,Black,0.32,23.41,0,1,1,2
1.0,Black,0.48,19.11,0,1,0,1
0.0,Brown,0.75,24.71,0,1,1,2
2.0,Blue,0.18,48.26,16,9,1,1
0.0,Blue,0.99,35.81,0,1,1,2
1.0,Brown Tabby,0.02,32.74,7,1,0,1
0.0,Brown Tabby,0.98,41.77,0,1,1,1
0.0,Orange Tabby,0.5,48.78,7,1,1,1
0.0,Brown Merle,0.81,6.51,13,9,1,2
1.0,Brown,0.75,21.01,0,7,0,2
,Blue,0.5,17.08,13,9,2,4
0.0,Brown,0.41,47.43,0,7,1,2
0.0,Buff,0.02,28.63,0,1,1,2
0.0,Orange Tabby,0.02,31.26,17,9,1,1
0.0,Brown Tabby,0.48,16.46,0,1,1,1
0.0,Tortie Point,0.59,41.28,0,1,1,1
0.0,Blue,0.93,11.18,0,1,1,2
1.0,Tan,0.56,23.02,13,9,0,2
2.0,Black,0.56,35.19,0,7,0,2
,Black,0.17,40.28,13,9,2,2
1.0,Tan,0.45,10.72,0,1,0,2
,Tricolor,0.14,15.03,13,9,2,4
1.0,Black,0.78,45.82,0,1,0,1
1.0,Cream Tabby,0.06,44.59,0,1,0,1
0.0,Tan,0.18,5.23,13,9,1,2
2.0,Tortie,0.04,23.68,13,9,1,1
2.0,Calico,0.61,18.4,13,9,1,1
1.0,Black,0.1,10.64,0,7,0,2
0.0,Brown,0.6,35.55,0,1,1,2
2.0,Black,0.67,24.63,13,9,0,1
1.0,Tan,0.48,40.08,0,7,0,2
1.0,Red,0.4,19.78,0,1,0,2
1.0,White,0.78,33.84,13,9,0,1
1.0,Orange Tabby,0.72,31.59,0,7,0,1
0.0,Tan,0.96,32.83,0,1,1,2
0.0,Brown Tabby,0.05,12.04,13,9,1,1
1.0,White,0.88,13.0,13,9,0,2
1.0,Brown Tabby,0.7,5.52,7,1,0,1
0.0,Black,0.76,31.96,0,1,1,2
1.0,White,0.47,24.63,0,1,0,2
1.0,White,0.05,39.95,0,1,0,2
1.0,Tan,0.13,33.81,0,1,0,2
1.0,White,0.46,40.44,1,4,0,2
0.0,Blue,1.0,24.99,0,1,1,2
1.0,Brown Tabby,0.42,41.82,7,1,0,1
2.0,Red,0.15,44.28,0,7,1,2
0.0,Yellow,0.27,22.14,0,7,1,2
0.0,Brown,0.16,15.48,0,1,1,2
,Black,0.35,42.78,15,4,2,4
1.0,Tan,0.77,9.55,0,1,0,2
1.0,Orange Tabby,0.87,23.73,0,1,0,1
1.0,Black,0.35,27.77,7,1,0,1
2.0,White,0.74,37.68,0,7,0,2
1.0,Black,0.6,26.06,0,1,0,2
0.0,Black,0.58,34.75,0,1,1,1
1.0,Black,0.42,20.02,0,1,0,2
1.0,Red,0.4,41.83,0,1,0,2
1.0,Black,0.03,20.01,0,1,0,1
1.0,Black,0.18,44.84,7,1,0,1
2.0,Black,0.52,16.6,0,7,0,4
2.0,Black,0.1,12.66,13,9,0,2
1.0,White,0.74,6.75,0,1,0,1
2.0,Brown Tabby,0.78,43.29,16,9,1,1
1.0,Black,0.15,29.1,0,7,0,2
0.0,Blue,0.18,44.26,0,1,1,2
1.0,Black,0.4,47.75,0,7,0,2
1.0,Cream,0.61,5.61,13,9,0,2
0.0,White,0.38,37.5,13,9,1,2
2.0,Black,0.94,15.18,0,1,0,0
0.0,White,0.24,43.94,0,1,1,2
0.0,Sable,0.94,23.92,0,1,1,2
0.0,Blue,0.64,30.43,7,1,1,2
0.0,Brown,0.38,30.82,0,1,1,2
1.0,Black,0.69,19.06,13,9,0,1
2.0,Tan,0.93,8.7,0,7,1,2
1.0,White,0.04,42.61,0,1,0,2
1.0,Buff,0.66,30.56,0,1,0,2
,Black,0.63,25.78,15,4,2,4
0.0,Tan,0.99,14.22,0,7,1,2
0.0,Black Tabby,0.96,48.43,7,1,1,1
2.0,White,0.73,5.0,13,9,0,2
1.0,Tan,0.93,46.46,0,1,0,2
0.0,Torbie,0.93,14.92,0,1,1,1
1.0,Black,0.99,17.49,13,9,0,2
1.0,Chocolate,0.59,40.79,0,1,0,2
1.0,Tan,0.28,45.41,0,1,0,2
1.0,Brown,0.35,22.17,0,1,0,2
0.0,Calico,0.7,45.59,16,9,1,1
2.0,Blue,0.34,44.51,0,1,0,2
0.0,Brown Tabby,0.43,27.61,0,1,1,1
2.0,Tan,0.1,40.0,0,1,1,2
2.0,Brown Brindle,0.44,5.45,0,7,0,2
0.0,Torbie,0.33,23.72,0,1,1,1
0.0,Sable,0.19,40.8,0,1,1,2
2.0,Calico,0.21,8.94,17,9,1,1
1.0,Chocolate,0.62,11.87,7,1,0,2
2.0,Orange Tabby,0.79,35.45,17,9,0,1
1.0,Sable,0.81,9.63,0,7,0,2
0.0,Gray,0.89,32.2,0,1,1,4
0.0,Red,0.71,49.48,13,9,1,2
2.0,Black,0.63,33.83,13,9,1,2
2.0,Black,0.48,8.51,13,9,1,2
0.0,Calico,0.45,33.66,0,1,1,1
1.0,Black,0.05,14.96,0,7,0,2
0.0,Black,0.92,19.46,0,7,1,2
0.0,Tortie Point,0.37,7.61,0,1,1,1
0.0,Tan,0.96,48.33,0,1,1,2
,Brown,0.64,42.14,15,4,2,4
0.0,Tan,0.6,28.78,0,1,1,2
0.0,Tortie,0.44,49.2,13,9,1,1
0.0,Tricolor,0.53,38.97,13,9,1,2
2.0,Blue,0.94,5.27,13,9,0,1
1.0,White,0.06,32.32,0,1,0,2
1.0,White,0.25,21.24,0,1,0,2
0.0,Brown,0.12,17.5,0,1,1,2
0.0,Gray,0.09,5.65,0,7,1,2
2.0,Blue,0.38,20.07,0,1,0,2
1.0,Tan,0.33,20.61,0,1,0,2
0.0,Black,0.52,5.32,7,1,1,1
,Gray,0.85,49.5,15,4,2,4
0.0,Tricolor,1.0,24.19,0,7,1,2
1.0,Tan,0.41,25.59,0,1,0,2
1.0,Black,0.08,16.52,0,1,0,2
2.0,White,0.84,37.69,13,9,1,1
1.0,White,0.83,46.78,13,9,0,1
0.0,Calico,0.98,43.87,16,9,1,1
0.0,White,0.53,32.02,17,9,1,1
2.0,Brown,0.64,43.44,0,7,0,2
0.0,White,0.22,6.41,13,9,1,2
0.0,Gold,0.9,45.37,0,7,1,2
0.0,Brown Brindle,0.76,6.95,0,1,1,2
1.0,Brown Tabby,0.94,24.31,0,1,0,1
0.0,Brown Tabby,0.22,5.74,13,9,1,1
0.0,Tan,0.92,15.27,13,9,1,2
,Black,0.59,27.76,0,3,2,4
2.0,White,0.79,20.99,13,9,0,2
1.0,White,0.77,18.01,0,7,0,2
0.0,Black,0.45,15.46,0,1,1,1
0.0,Blue,0.41,5.73,0,1,1,1
0.0,Gray,0.97,15.25,0,7,1,2
,Orange Tabby,0.64,26.2,13,9,2,1
1.0,White,0.56,46.42,0,8,0,1
1.0,Black,0.19,17.7,0,7,0,2
2.0,Yellow,0.45,25.82,0,7,0,2
2.0,Blue,0.32,44.54,13,9,1,1
2.0,Black,0.36,33.76,0,7,0,2
,Orange Tabby,0.89,36.84,13,9,2,1
1.0,Black,0.46,10.31,18,4,0,2
0.0,White,0.05,37.97,0,7,1,1
2.0,White,0.4,34.63,13,9,1,2
0.0,Black,0.57,36.48,0,1,1,1
1.0,Black,0.75,12.28,13,9,0,2
1.0,White,0.54,9.91,13,9,0,2
0.0,Black,0.86,17.42,0,1,1,2
1.0,Black,0.66,41.8,13,9,0,2
1.0,Black,0.4,20.4,0,1,0,1
1.0,Black,0.54,17.58,0,7,0,2
2.0,Calico,0.54,21.59,13,9,1,1
2.0,White,0.24,5.96,13,9,0,2
2.0,Seal Point,0.38,6.76,0,1,1,1
0.0,Black,0.56,9.25,7,1,1,2
1.0,Black Tabby,0.57,42.24,0,1,0,1
1.0,Orange Tabby,0.66,5.98,0,7,0,1
0.0,Calico,0.72,11.26,0,1,1,1
0.0,Blue Tabby,0.56,43.69,7,1,1,1
1.0,Brown Brindle,0.6,41.37,0,1,0,2
1.0,White,0.87,10.28,13,9,0,2
,Black Tabby,0.43,43.96,13,9,2,1
1.0,Brown Tabby,0.7,12.01,0,1,0,1
0.0,White,0.5,7.99,0,1,1,2
1.0,White,0.98,13.77,0,7,0,2
2.0,Brown Tabby,0.31,47.38,13,9,1,1
2.0,Tortie,0.18,43.36,13,9,1,1
1.0,Orange Tabby,1.0,30.04,0,1,0,1
1.0,Black,1.0,25.68,0,7,0,1
2.0,Black,0.25,16.1,0,7,0,2
2.0,Lilac Point,0.1,34.68,13,9,1,1
0.0,Black,0.86,41.62,0,1,1,2
0.0,Brown Brindle,0.91,19.87,0,1,1,2
1.0,White,0.57,44.74,13,9,0,1
1.0,Black,0.83,27.24,0,1,0,2
0.0,White,0.93,32.43,0,7,1,2
,Gray,0.33,32.51,0,1,2,0
0.0,Black,0.22,21.59,13,9,1,1
,Blue Tabby,0.56,38.01,13,9,2,1
1.0,Brown,0.54,20.87,0,7,0,2
0.0,Red,0.19,14.61,0,1,1,2
2.0,White,0.27,28.33,13,9,0,2
1.0,Brown,0.27,18.21,0,1,0,2
,Brown,0.29,22.55,15,4,2,4
2.0,Black,0.35,13.22,0,7,0,2
2.0,Black,0.6,20.97,13,9,0,1
,Gray,0.85,34.36,18,4,2,4
1.0,Brown,0.26,42.17,7,1,0,2
0.0,Chocolate,0.08,49.94,0,1,1,2
0.0,Tricolor,0.2,14.27,0,1,1,2
2.0,Brown Tabby,0.32,41.77,0,1,1,1
2.0,Brown Brindle,0.45,48.16,0,7,1,2
0.0,Black,0.64,45.82,0,7,1,2
0.0,Orange Tabby,0.01,42.24,0,7,1,1
,Brown,0.04,39.04,15,4,2,4
0.0,White,0.11,39.27,0,7,1,2
2.0,White,0.92,47.6,18,4,0,2
,Gray,0.99,5.86,15,4,2,4
0.0,Black,0.44,41.76,0,7,1,2
1.0,Blue,0.66,10.9,1,4,0,2
1.0,Tan,0.07,26.83,13,9,0,2
0.0,Brown,0.59,49.26,0,1,1,2
0.0,Brown Tabby,0.13,44.9,0,1,1,1
0.0,White,0.99,23.9,0,7,1,2
0.0,Yellow,0.57,25.85,0,7,1,2
1.0,Black,0.78,43.95,0,1,0,2
0.0,Tan,0.39,29.6,0,1,1,2
1.0,Brown Tabby,0.81,30.48,0,1,0,1
1.0,White,0.74,20.83,0,1,0,2
1.0,Brown Tabby,0.9,25.3,13,9,0,1
2.0,Black,0.58,20.22,18,4,0,1
0.0,Brown Tabby,0.1,14.58,0,1,1,1
1.0,Blue Tabby,0.29,42.16,13,9,0,1
2.0,Black,0.06,17.07,15,4,0,2
,Brown Tabby,0.5,29.24,13,9,2,1
0.0,Torbie,0.76,42.8,0,1,1,1
1.0,White,0.52,17.49,0,1,0,2
0.0,Tortie,0.66,27.92,13,9,1,1
0.0,Calico,0.44,15.88,16,9,1,1
1.0,Blue,0.43,16.72,0,1,0,1
,Orange Tabby,0.41,43.36,13,9,2,1
,Brown,0.13,18.34,18,4,2,4
0.0,Black,0.95,32.73,0,1,1,2
0.0,Tricolor,0.33,34.23,7,1,1,2
1.0,Fawn,0.94,42.67,13,9,0,2
2.0,Orange Tabby,0.62,23.46,13,9,0,1
1.0,Tricolor,0.62,33.26,13,9,0,2
0.0,Brown Tabby,0.72,41.47,16,9,1,1
2.0,Brown Tabby,0.24,36.5,16,9,1,1
,Black,0.58,27.67,18,4,2,1
1.0,Brown Tabby,0.66,9.04,7,1,0,1
2.0,Blue Tabby,0.98,42.29,13,9,1,1
0.0,Sable,0.06,44.79,0,1,1,2
0.0,Calico,0.35,28.07,0,1,1,1
0.0,Red Merle,0.92,39.96,0,1,1,2
0.0,Cream,0.61,45.92,0,7,1,2
2.0,White,0.79,7.58,0,7,1,2
,Brown Tabby,0.23,15.6,13,9,2,1
2.0,Lilac Point,0.31,7.34,13,9,1,1
,Brown,0.79,30.16,18,4,2,4
1.0,White,0.02,27.35,0,1,0,1
2.0,Orange Tabby,0.33,7.01,0,1,1,1
1.0,Tan,0.43,14.76,0,7,0,2
2.0,Brown Tabby,0.59,24.81,18,4,1,1
0.0,Brown,0.01,20.13,0,1,1,2
1.0,White,0.61,12.57,0,1,0,2
1.0,Cream Tabby,0.47,38.51,0,1,0,1
2.0,White,0.74,13.69,11,4,0,4
0.0,Brown,0.03,46.7,0,7,1,2
1.0,Black,0.21,30.94,0,1,0,2
,Black,0.58,31.76,0,3,2,4
0.0,Buff,0.12,40.11,13,9,1,2
0.0,Black,0.08,27.75,18,4,1,1
1.0,Tan,0.96,9.47,0,1,0,2
0.0,Chocolate,0.39,42.98,13,9,1,2
1.0,Brown,0.64,43.46,13,9,0,2
1.0,Brown Tabby,0.55,5.62,0,1,0,1
0.0,Tan,0.51,27.82,0,7,1,2
2.0,Brown Tabby,0.15,10.31,17,9,1,1
0.0,Black,0.46,26.8,13,9,1,2
1.0,Brown,0.6,29.59,0,1,0,2
1.0,Tan,0.21,20.58,0,8,0,2
1.0,Black,0.51,40.0,0,1,0,1
0.0,Tan,0.72,38.78,0,1,1,2
0.0,White,0.64,49.6,0,1,1,2
0.0,Fawn,0.99,31.75,0,1,1,2
1.0,Brown Tabby,0.37,29.16,0,1,0,1
0.0,Silver,0.97,25.83,7,1,1,2
2.0,Brown Tabby,0.23,28.53,13,9,0,1
2.0,Black,0.55,25.77,13,9,1,2
0.0,Tan,0.94,21.62,0,1,1,2
0.0,White,0.32,7.85,0,1,1,2
0.0,Black,0.32,36.23,0,1,1,2
0.0,Brown Tabby,0.69,13.25,0,1,1,1
0.0,Black,0.52,12.85,0,1,1,2
0.0,Tan,0.55,35.57,0,1,1,2
0.0,Black,0.03,35.47,0,1,1,2
1.0,Black,0.95,33.08,0,1,0,2
0.0,Black,0.72,35.62,0,1,1,2
2.0,Tricolor,0.14,24.34,13,9,1,2
0.0,Calico,0.03,31.88,7,1,1,1
0.0,White,0.19,39.25,0,7,1,2
1.0,Black,0.93,6.98,13,9,0,2
0.0,Tan,0.74,11.44,0,1,1,2
0.0,Chocolate,0.48,25.96,0,1,1,2
0.0,Brown,0.15,44.12,0,7,1,2
1.0,Tricolor,0.59,11.04,0,1,0,2
1.0,Brown,0.66,43.83,0,7,0,2
2.0,White,0.65,10.37,13,9,1,2
2.0,Tricolor,0.91,44.26,13,9,0,2
0.0,Black,0.03,42.22,0,1,1,1
1.0,Seal Point,0.93,16.51,13,9,0,1
2.0,Brown,0.8,40.52,0,7,0,2
1.0,Orange Tabby,0.92,31.01,7,1,0,1
1.0,Orange Tabby,0.38,41.82,0,1,0,1
1.0,Brown Tabby,0.36,16.54,0,1,0,1
0.0,Brown Brindle,0.22,18.55,7,1,1,2
1.0,Blue,0.78,32.44,0,1,0,2
0.0,Blue Merle,0.62,16.9,0,7,1,2
1.0,Tan,0.09,38.05,0,1,0,2
0.0,Torbie,0.82,42.15,7,1,1,1
1.0,Tricolor,0.39,12.24,0,1,0,2
,Torbie,0.63,43.93,13,9,2,1
2.0,Black,0.48,29.67,16,9,0,1
1.0,Black,0.99,8.53,0,1,0,2
0.0,Calico,0.54,46.32,0,1,1,1
1.0,Black,0.08,21.62,0,1,0,2
0.0,Black,0.96,23.24,0,1,1,2
2.0,Black,0.74,9.46,13,9,1,2
,Black,0.38,9.33,15,4,2,4
1.0,Orange Tabby,0.76,31.44,0,1,0,1
0.0,Black,0.32,5.43,0,7,1,2
1.0,Black,0.69,19.3,0,1,0,2
2.0,White,0.12,44.39,0,7,1,2
0.0,White,0.97,31.19,13,9,1,1
1.0,Orange Tabby,0.56,12.87,0,1,0,1
1.0,Tan,0.84,12.76,0,1,0,2
0.0,Brown Brindle,0.19,9.2,0,7,1,2
0.0,Black,0.66,42.23,7,1,1,2
1.0,White,0.44,28.29,13,9,0,2
0.0,Chocolate,0.52,21.02,0,7,1,2
2.0,Gray,0.6,39.62,17,9,0,1
,Buff,0.66,9.52,13,9,2,4
1.0,Red,0.42,32.08,13,9,0,2
2.0,Brown Tabby,0.12,33.45,13,9,0,1
1.0,Apricot,0.63,20.55,0,1,0,2
2.0,Black,0.64,27.16,13,9,1,1
1.0,White,0.07,34.24,0,1,0,2
1.0,Black,0.83,41.98,0,1,0,2
2.0,Tortie,0.86,49.82,16,9,1,1
0.0,Tan,0.47,17.73,0,7,1,2
2.0,White,0.22,49.44,9,2,1,1
0.0,Black,0.78,47.02,0,7,1,2
0.0,White,0.16,9.39,0,1,1,2
1.0,Tricolor,0.87,29.03,0,7,0,2
0.0,Brown,0.83,16.37,0,7,1,2
,Brown,0.3,34.89,15,4,2,4
1.0,Tan,0.85,47.06,0,1,0,2
0.0,Black,0.91,35.69,0,7,1,2
2.0,Seal Point,0.09,36.19,13,9,0,1
,Brown Tabby,0.12,12.06,13,9,2,1
0.0,Black,0.08,41.17,13,9,1,2
2.0,Black,0.51,49.34,13,9,1,1
1.0,Black,0.5,41.05,17,9,0,1
2.0,Black,0.47,8.7,0,7,1,2
0.0,Tan,0.49,44.16,0,7,1,2
2.0,Calico,0.33,16.46,13,9,1,1
1.0,Fawn,0.61,38.57,1,4,0,2
1.0,White,0.67,7.28,13,9,0,2
0.0,White,1.0,29.13,0,7,1,2
1.0,Brown Tabby,0.55,36.77,0,1,0,1
0.0,Tan,0.15,30.86,0,1,1,2
0.0,Red,0.39,14.12,7,1,1,2
0.0,Orange,0.03,41.05,0,1,1,4
1.0,Black Brindle,0.74,48.14,0,7,0,2
1.0,Black,0.61,11.22,0,7,0,2
2.0,Torbie,0.06,22.26,0,1,1,1
1.0,Black,0.02,33.84,13,9,0,2
0.0,Tortie,0.74,40.54,7,1,1,1
1.0,Black,0.57,25.12,0,1,0,2
0.0,Black,0.9,36.52,16,9,1,1
1.0,Blue Tabby,0.75,9.64,0,1,0,1
,Tortie,0.88,25.88,13,9,2,1
2.0,Blue,0.65,10.61,0,7,1,2
0.0,Red,0.69,26.68,0,1,1,2
1.0,Black,0.01,38.89,0,7,0,2
0.0,White,0.51,41.23,0,1,1,2
0.0,Black,0.64,34.64,0,1,1,2
0.0,Tortie,0.43,40.18,13,9,1,1
0.0,Red,0.71,19.46,7,1,1,2
,Black,0.35,25.04,13,9,2,1
2.0,Brown Tabby,0.38,38.91,13,9,0,1
0.0,Black,0.27,33.5,13,9,1,2
1.0,Brown Tabby,0.64,48.48,7,1,0,1
1.0,Tan,0.05,15.04,0,7,0,2
0.0,Calico,0.99,13.94,7,1,1,1
2.0,Brown Merle,0.45,23.78,13,9,0,2
0.0,Brown Brindle,1.0,36.63,0,1,1,2
2.0,Blue,0.31,19.49,18,4,0,1
0.0,Sable,0.01,31.59,0,1,1,2
2.0,White,0.52,26.78,13,9,1,2
,Brown,0.6,18.91,11,4,2,0
0.0,Brown,0.93,40.89,0,1,1,2
,Brown,0.26,9.58,15,4,2,4
1.0,Black,0.94,15.15,0,1,0,2
0.0,Black,0.16,11.0,0,7,1,2
1.0,Red,0.36,38.5,0,7,0,2
2.0,Orange Tabby,0.98,35.68,13,9,0,1
,Black,0.18,28.44,15,4,2,4
1.0,Tricolor,0.19,18.36,0,7,0,2
0.0,White,0.79,38.83,0,1,1,2
2.0,White,0.64,28.21,0,7,1,2
0.0,Brown,0.25,45.41,0,1,1,2
2.0,Buff,0.89,12.24,13,9,1,2
,Black,0.18,7.45,13,9,2,1
2.0,White,0.67,36.61,0,7,1,2
0.0,Calico,0.23,7.57,0,1,1,1
0.0,Tortie,0.94,47.45,0,1,1,1
0.0,Tricolor,0.93,11.93,7,1,1,2
2.0,Black,0.28,47.84,18,4,1,2
2.0,Brown Tabby,0.49,30.7,13,9,1,1
2.0,Gray,0.61,47.25,0,7,0,2
1.0,White,0.06,21.38,0,1,0,2
1.0,Black,0.09,37.11,0,7,0,2
2.0,Black,0.45,35.71,13,9,1,2
1.0,Black,0.6,33.3,0,1,0,2
0.0,Calico,0.52,49.9,7,1,1,1
1.0,Cream Tabby,0.13,22.45,0,1,0,1
2.0,White,0.93,17.77,18,4,0,1
2.0,Brown Tabby,0.7,44.65,13,9,1,1
0.0,Brown,0.19,42.65,0,1,1,2
0.0,Black,0.51,12.06,0,7,1,2
2.0,Brown Brindle,0.0,28.85,0,7,0,2
2.0,Sable,0.62,7.09,13,9,1,2
0.0,Black Brindle,0.49,38.3,0,7,1,2
1.0,Brown Tabby,0.22,30.55,0,1,0,1
1.0,Black,0.59,32.41,0,7,0,2
0.0,White,0.68,22.26,13,9,1,2
0.0,Yellow,0.03,39.88,0,7,1,2
0.0,Seal Point,0.74,49.26,13,9,1,1
,Brown,0.37,10.84,9,2,2,4
1.0,Tan,0.36,29.5,0,1,0,2
1.0,Brown Tabby,0.72,41.14,0,7,0,1
2.0,White,0.98,20.12,13,9,0,2
,Brown,0.69,40.9,15,4,2,4
0.0,White,0.9,13.55,0,1,1,4
0.0,Tan,0.17,49.09,0,1,1,2
1.0,Orange Tabby,0.48,16.83,7,1,0,1
2.0,Tan,0.87,47.8,0,1,0,2
0.0,Black,0.82,5.68,0,1,1,1
2.0,Brown Brindle,0.98,43.48,13,9,0,2
2.0,Blue,0.23,10.97,0,7,1,2
0.0,Blue Merle,0.36,29.67,0,1,1,2
0.0,Brown Tabby,0.89,43.79,0,7,1,1
0.0,Black,0.79,12.26,13,9,1,2
0.0,Black,0.61,16.75,0,1,1,2
0.0,Brown,0.9,49.01,0,1,1,2
2.0,Black,0.15,9.99,13,9,1,2
1.0,White,0.67,12.75,0,7,0,2
2.0,Black,0.8,33.75,9,2,1,2
0.0,Tortie,0.67,22.01,0,1,1,1
1.0,Brown Tabby,0.34,26.16,0,8,0,1
0.0,Torbie,0.12,8.81,7,1,1,1
1.0,White,0.1,32.33,13,9,0,2
0.0,Flame Point,0.54,36.67,7,1,1,1
0.0,Tan,0.38,13.43,7,1,1,2
1.0,Orange Tabby,0.93,26.23,0,7,0,1
0.0,Calico,0.55,26.64,0,1,1,1
1.0,Brown,0.28,27.16,0,1,0,2
0.0,Tricolor,0.99,26.92,0,1,1,2
2.0,Brown Tabby,0.43,17.26,13,9,1,1
1.0,Black,0.75,49.56,0,7,0,2
2.0,Black,0.91,32.76,13,9,0,1
0.0,Calico,0.85,18.47,0,1,1,1
,Chocolate,0.13,26.35,0,7,2,2
,Brown,0.25,46.48,15,4,2,4
